name,country,city,address,latitude,longitude,phone,website,rating,reviews_count,price_range,source
Al-Marhabani,Bahrain,Muharraq,Avenue 12,26.2683785,50.6553298,,,,0,,openstreetmap
Buawad Banquets & Buffet,Bahrain,Muharraq,Shaikh Isa Avenue,26.2480791,50.6169168,,,,0,,openstreetmap
Qalali Falafel Samosa,Bahrain,Muharraq,,26.2704377,50.6520806,,,,0,,openstreetmap
Al Jabriya Cafeteria,Bahrain,Muharraq,,26.2722159,50.6512841,,,,0,,openstreetmap
Galali,Bahrain,Muharraq,,26.2723388,50.6512796,,,,0,,openstreetmap
Amwai Qalali,Bahrain,Muharraq,5215,26.2726085,50.6507573,,,,0,,openstreetmap
Nasser Ali Restaurant,Bahrain,Muharraq,,26.2727539,50.6506793,,,,0,,openstreetmap
Zoom Chilli Food,Bahrain,Muharraq,Ibn Almukarab Avenue,26.2418356,50.65485,,,,0,,openstreetmap
Abu Fawaz Broasted,Bahrain,Muharraq,,26.2728235,50.6498571,,,,0,,openstreetmap
Narees,Bahrain,Muharraq,Avenue 12,26.274553,50.647526,,,,0,,openstreetmap
Fresh-Up,Bahrain,Muharraq,Ahmed Bin Majed Avenue,26.2380338,50.6552492,,,,0,,openstreetmap
Jenan,Bahrain,Muharraq,Ahmed Bin Majed Avenue,26.2397763,50.6552618,,,,0,,openstreetmap
El Barrio,Bahrain,Muharraq,Avenue 12,26.2684555,50.6536946,,,,0,,openstreetmap
80s,Bahrain,Muharraq,Avenue 12,26.2684609,50.6537446,,,,0,,openstreetmap
Al Lamah,Bahrain,Muharraq,Avenue 12,26.2684772,50.653837,,,,0,,openstreetmap
Al Qannas,Bahrain,Muharraq,Avenue 12,26.2685084,50.6546717,,,,0,,openstreetmap
Yildiz,Bahrain,Muharraq,Avenue 13,26.2710826,50.6513117,,,,0,,openstreetmap
The Kerala Kitchen,Bahrain,Muharraq,5215,26.2726266,50.6504047,,,,0,,openstreetmap
Yalla Pasta,Bahrain,Muharraq,5215,26.2726411,50.6493616,,,,0,,openstreetmap
Pasta Bella,Bahrain,Muharraq,Avenue 12,26.2743996,50.648285,,,,0,,openstreetmap
Teslam Al Ayadi,Bahrain,Muharraq,Avenue 12,26.2745243,50.6454578,,,,0,,openstreetmap
مطعم ساليمك للباجه,Bahrain,Muharraq,Hidd Avenue,26.244979,50.654214,,,,0,,openstreetmap
Caribou Coffee,Bahrain,Muharraq,,26.2693631,50.6271342,,,,0,,openstreetmap
Gloria Jean's,Bahrain,Muharraq,,26.2605152,50.5972303,,,,0,,openstreetmap
St Stephen's Green,Bahrain,Muharraq,,26.2616963,50.5973161,,,,0,,openstreetmap
مطعم الصيادين,Bahrain,Muharraq,,26.2457122,50.6198082,,,,0,,openstreetmap
Ginger Restaurant,Bahrain,Muharraq,,26.2641629,50.6020302,,,,0,,openstreetmap
مطعم الابراج,Bahrain,Muharraq,,26.2676597,50.6150646,,,,0,,openstreetmap
Ramla,Bahrain,Muharraq,,26.249847,50.6162905,1734234.0,,,0,,openstreetmap
Jasmis,Bahrain,Muharraq,,26.2555525,50.6444626,,,,0,,openstreetmap
Dajaijio Chicken,Bahrain,Muharraq,,26.2554988,50.6444594,,,,0,,openstreetmap
تكة خمس نجوم,Bahrain,Muharraq,,26.257963,50.6389623,,,,0,,openstreetmap
مطعم بيت البرنده,Bahrain,Muharraq,,26.2393595,50.6337801,,,,0,,openstreetmap
ND CAFE,Bahrain,Muharraq,,26.2646382,50.6542105,,,,0,,openstreetmap
kauffee cafe,Bahrain,Muharraq,2810,26.2830437,50.6020959,38235174.0,,,0,,openstreetmap
بيت الايسكريم,Bahrain,Muharraq,طريق 301,26.2501606,50.6532947,,,,0,,openstreetmap
Caribou Cafe,Bahrain,Muharraq,شارع 8,26.2679193,50.6021457,,,,0,,openstreetmap
Ritazza,Bahrain,Muharraq,,26.2684069,50.6283499,,,,0,,openstreetmap
Jaipur cafe,Bahrain,Muharraq,,26.265531,50.6336093,,,,0,,openstreetmap
جنة حضرموت,Bahrain,Muharraq,,26.2497247,50.6542268,,,,0,,openstreetmap
Camden Food Co.,Bahrain,Muharraq,,26.2671268,50.6307654,,,,0,,openstreetmap
Jamie Oliver,Bahrain,Muharraq,,26.2673998,50.6303591,,,,0,,openstreetmap
Illy,Bahrain,Muharraq,,26.2669754,50.6312569,,,,0,,openstreetmap
Upper Crust,Bahrain,Muharraq,,26.2665013,50.6316353,,,,0,,openstreetmap
Yasalam!,Bahrain,Muharraq,,26.2665079,50.6317041,,,,0,,openstreetmap
Jaipur,Bahrain,Muharraq,,26.266548,50.6317922,,,,0,,openstreetmap
Levito,Bahrain,Muharraq,,26.2665712,50.6318317,,,,0,,openstreetmap
Burger King,Bahrain,Muharraq,,26.2664647,50.6321056,,,,0,,openstreetmap
TGI Fridays,Bahrain,Muharraq,,26.2661871,50.6317805,,,,0,,openstreetmap
Chikex,Bahrain,Muharraq,,26.2704716,50.604241,17131312.0,,,0,,openstreetmap
Woodbury & Co,Bahrain,Muharraq,,26.2714373,50.6044422,16161661.0,,,0,,openstreetmap
Walaem al Muharraq,Bahrain,Muharraq,Sheik Mohammed Bin Salman Avenue,26.2610166,50.612207,,,,0,,openstreetmap
Al Shoala Restaurant,Bahrain,Muharraq,2429,26.2673007,50.6159215,,,,0,,openstreetmap
Riffa'ain,Bahrain,Muharraq,Hatim Al-Taie Avenue,26.2394599,50.6523383,,,,0,,openstreetmap
Yum Yum Tree,Bahrain,Muharraq,,26.2649612,50.6160359,,,,0,,openstreetmap
Pianolla,Bahrain,Muharraq,2403,26.2641072,50.6240686,,,,0,,openstreetmap
Al Deewaniyah,Bahrain,Muharraq,Galali Avenue,26.2704697,50.6523597,,,,0,,openstreetmap
كافتيريا المدرسة,Bahrain,Muharraq,,26.2774894,50.6651024,,,,0,,openstreetmap
China Town,Bahrain,Muharraq,,26.307597,50.625913,,,,0,,openstreetmap
香港飯店,Bahrain,Muharraq,,26.2934045,50.659003,,,,0,,openstreetmap
Katana Torii,Bahrain,Muharraq,,26.2936243,50.6587619,97338080200.0,https://katanatorii.com/,,0,,openstreetmap
APLUS SUSHI,Bahrain,Sanabis,,26.223458899999997,50.5431248,,,4.7,0,,google_places
Frisca Restaurant & Café,Bahrain,Sanabis,,26.2281519,50.538218199999996,,,4.3,0,,google_places
Storia Restaurant BH,Bahrain,Sanabis,,26.23548,50.5543623,,,4.7,0,,google_places
Sangam Restaurant - Bahrain,Bahrain,Sanabis,,26.2326242,50.539994300000004,,,4.8,0,,google_places
Ibis Kitchen Restaurant,Bahrain,Sanabis,,26.229378800000003,50.5512879,,,4.3,0,,google_places
CLAW BBQ Bahrain,Bahrain,Sanabis,,26.223662599999997,50.609353,,,4.9,0,,google_places
Meat Moot Smoking,Bahrain,Sanabis,,26.235636399999997,50.554359,,,4.5,0,,google_places
Abo Alezz Restaurant,Bahrain,Sanabis,,26.221431499999998,50.545268899999996,,,4.4,0,,google_places
CaféCAFÉ,Bahrain,Sanabis,,26.232788799999998,50.5412818,,,4.8,0,,google_places
Alusia Bahrain,Bahrain,Sanabis,,26.233492899999998,50.5532701,,,4.4,0,,google_places
ALQANBER RESTAURANT مطعم آل قنبر,Bahrain,Sanabis,,26.222333499999998,50.5426832,,,4.3,0,,google_places
Applebee's,Bahrain,Sanabis,,26.232909300000003,50.535447399999995,,,4.5,0,,google_places
Lumee Street - City Centre Bahrain,Bahrain,Sanabis,,26.2333865,50.5550369,,,4.4,0,,google_places
Kailash Parbat Bahrain,Bahrain,Sanabis,,26.2303218,50.5527064,,,4.5,0,,google_places
Mohammed Baqer (Muslims) - Sanabis Sandwiches,Bahrain,Sanabis,,26.223557099999997,50.5457554,,,4.3,0,,google_places
Tonys Restaurant مطعم تونيز,Bahrain,Sanabis,,26.2203931,50.544374499999996,,,4.9,0,,google_places
Marmaris Restaurant,Bahrain,Sanabis,,26.2277114,50.536464,,,3.8,0,,google_places
OPA Bahrain,Bahrain,Sanabis,,26.242375400000004,50.5414482,,,4.2,0,,google_places
BLACK ANGUS BAHRAIN,Bahrain,Sanabis,,26.239147799999998,50.538537299999994,,,4.3,0,,google_places
Crash Burger,Bahrain,Sanabis,,26.219790699999997,50.5500367,,,5.0,0,,google_places
Kadoura | seafood restaurant,Bahrain,Seef,,26.2337845,50.53767440000001,,,4.8,0,,google_places
The collective Restaurant,Bahrain,Seef,,26.235699999999998,50.5556462,,,4.9,0,,google_places
Swiss Butter - Seef BLVD,Bahrain,Seef,,26.234621200000003,50.556793299999995,,,4.7,0,,google_places
Café Lilou,Bahrain,Seef,,26.2331713,50.540926899999995,,,4.4,0,,google_places
Chili's Seef Boulevard,Bahrain,Seef,,26.235295699999998,50.534504899999995,,,4.7,0,,google_places
Fatto,Bahrain,Seef,,26.232971799999998,50.541289899999995,,,4.5,0,,google_places
Sangam Restaurant - Bahrain,Bahrain,Seef,,26.2326242,50.539994300000004,,,4.8,0,,google_places
Eathai - Seef,Bahrain,Seef,,26.2366818,50.536073699999996,,,4.6,0,,google_places
CaféCAFÉ,Bahrain,Seef,,26.232788799999998,50.5412818,,,4.8,0,,google_places
Sliders - SEEF,Bahrain,Seef,,26.238118099999998,50.534673299999994,,,4.8,0,,google_places
The Royal Marrakech,Bahrain,Seef,,26.2418131,50.5422503,,,4.6,0,,google_places
Nino - نينو,Bahrain,Seef,,26.2333192,50.541287499999996,,,4.7,0,,google_places
Scalini Bahrain,Bahrain,Seef,,26.2414731,50.541564799999996,,,4.4,0,,google_places
The Bossman,Bahrain,Seef,,26.236591299999997,50.536040299999996,,,4.6,0,,google_places
Block seven 7,Bahrain,Seef,,26.237174399999997,50.536817,,,4.9,0,,google_places
RAMENARA,Bahrain,Seef,,26.2410364,50.536040199999995,,,4.7,0,,google_places
Storia Restaurant BH,Bahrain,Seef,,26.23548,50.5543623,,,4.7,0,,google_places
Bombay Barbeque Co.,Bahrain,Seef,,26.2370405,50.5302915,,,4.7,0,,google_places
Al Massarah,Bahrain,Seef,,26.2413694,50.544253499999996,,,4.7,0,,google_places
Bushido,Bahrain,Seef,,26.240284499999998,50.5424594,,,4.2,0,,google_places
ليالي الفرات - Al Furat Nights Restaurant & Grills,Bahrain,Sitra,,26.1704392,50.611770799999995,,,4.4,0,,google_places
مطعم عشرة على عشرة,Bahrain,Sitra,,26.1647723,50.6115401,,,4.4,0,,google_places
Zeon Restaurant,Bahrain,Sitra,,26.173296,50.610583299999995,,,4.6,0,,"google_places, openstreetmap"
Saffron Island,Bahrain,Sitra,,26.1613702,50.6235953,,,4.6,0,,google_places
Al Zawra Sitra - kitchen,Bahrain,Sitra,,26.1722018,50.6108912,,,4.1,0,,google_places
Bukhari Corner Restaurant - مطعم زاوية البخاري,Bahrain,Sitra,,26.163737299999998,50.616092699999996,,,4.5,0,,google_places
Al Naeem Grill,Bahrain,Sitra,Avenue 1,26.164751799999998,50.606781399999996,,,4.0,0,,"google_places, openstreetmap"
Anwar Aliraq restaurant,Bahrain,Sitra,,26.159285099999998,50.616554799999996,,,4.0,0,,google_places
Chicket,Bahrain,Sitra,,26.1650077,50.610545699999996,,,4.5,0,,google_places
CLAW BBQ Bahrain,Bahrain,Sitra,,26.223662599999997,50.609353,,,4.9,0,,google_places
الكبسة الحساوية للمضغوط,Bahrain,Sitra,,26.1691455,50.6004484,,,4.5,0,,google_places
AL Modeer Restaurant مطعم المدير,Bahrain,Sitra,,26.161660299999998,50.615860299999994,,,4.1,0,,google_places
Al Nawra Restaurant,Bahrain,Sitra,,26.176111100000004,50.60972220000001,,,4.5,0,,"google_places, openstreetmap"
Walaaem zaman lawal,Bahrain,Sitra,,26.1632169,50.6142014,,,4.4,0,,google_places
Hawana Cafe,Bahrain,Sitra,,26.1740803,50.6031407,,,3.9,0,,google_places
CHALLENGER RESTAURANT,Bahrain,Sitra,,26.163290699999997,50.6146695,,,4.6,0,,google_places
ابراج المحاشي,Bahrain,Sitra,,26.1706936,50.611656499999995,,,4.6,0,,google_places
Almowood Gate Restaurant and Grill,Bahrain,Sitra,,26.164115,50.615913199999994,,,4.0,0,,"google_places, openstreetmap"
Albesaar Restaurant & Grill,Bahrain,Sitra,Avenue 1,26.1519948,50.6202267,,,,0,,openstreetmap
Al Raqaa Cafeteria,Bahrain,Sitra,Avenue 1,26.153463,50.6204869,,,,0,,openstreetmap
Al Karawan,Bahrain,Sitra,Avenue 1,26.1650085,50.6114915,,,,0,,openstreetmap
تشيكيت,Bahrain,Sitra,شارع 1,26.1650058,50.6105815,97313398111.0,https://chicketarabia.com/,,0,,openstreetmap
Iraq Zestful Grills,Bahrain,Sitra,,26.1649848,50.6103482,,,,0,,openstreetmap
Al Sumood,Bahrain,Sitra,Avenue 1,26.1649761,50.6100115,,,,0,,openstreetmap
Tea Team,Bahrain,Sitra,Avenue 1,26.1649703,50.6096834,,,,0,,openstreetmap
Master Burger,Bahrain,Sitra,Avenue 1,26.1649041,50.609135,,,,0,,openstreetmap
Nelly Broasted Oven,Bahrain,Sitra,Avenue 1,26.164816,50.6076135,,,,0,,openstreetmap
Star Secret,Bahrain,Sitra,Avenue 1,26.1647836,50.6072547,,,,0,,openstreetmap
Golden Chips,Bahrain,Sitra,453,26.1671199,50.608003,,,,0,,openstreetmap
Al Ezah Sandwiches,Bahrain,Sitra,Avenue 1,26.1544789,50.6205116,,,,0,,openstreetmap
Rashmi Pasta,Bahrain,Sitra,Avenue 1,26.1638951,50.6159946,,,,0,,openstreetmap
Almanazel,Bahrain,Sitra,Avenue 1,26.1654216,50.611504,,,,0,,openstreetmap
منى للبيتزا و الباستا,Bahrain,Sitra,,26.1652967,50.6091434,97317422231.0,,,0,,openstreetmap
سندويشات ابو الفلافل,Bahrain,Sitra,,26.1652936,50.609091,35118336.0,,,0,,openstreetmap
Samovar Cafe,Bahrain,Sitra,Avenue 1,26.1651528,50.6072314,,,,0,,openstreetmap
Shiibndar Cafeteria,Bahrain,Sitra,Avenue 6,26.176349,50.6098018,,,,0,,openstreetmap
Shabab Sitra Gate Cafeteria,Bahrain,Sitra,Avenue 6,26.1702742,50.6120639,,,,0,,openstreetmap
Cafeteria Alu Naseeb,Bahrain,Sitra,Avenue 6,26.1702546,50.6120639,,,,0,,openstreetmap
Sitra Palace,Bahrain,Sitra,Avenue 6,26.1730945,50.6104795,,,,0,,openstreetmap
Al Dweer Sandwiches,Bahrain,Sitra,Avenue 6,26.1704548,50.611762,,,,0,,openstreetmap
Aldahiya,Bahrain,Sitra,Avenue 6,26.1701456,50.6117921,,,,0,,openstreetmap
Ain Abdan Grills,Bahrain,Sitra,Ain Abdan Road,26.1641363,50.6145601,,,,0,,openstreetmap
Jambo Sandwiches,Bahrain,Sitra,Ain Abdan Road,26.1631712,50.6147858,,,,0,,openstreetmap
Madeenat Mashhad Cafeteria,Bahrain,Sitra,Ain Abdan Road,26.1621219,50.6150177,,,,0,,openstreetmap
Moods Karak,Bahrain,Sitra,,26.1616308,50.6158661,,,,0,,openstreetmap
Pasta Taste,Bahrain,Sitra,Ain Abdan Rd,26.1643108,50.6141529,,,,0,,openstreetmap
Noor Al Noor Falafeel,Bahrain,Sitra,Ain Abdan Rd,26.1642297,50.6141854,,,,0,,openstreetmap
Al Falak,Bahrain,Sitra,Ain Abdan Road,26.1632956,50.614525,,,,0,,openstreetmap
Karman Restaurant,Bahrain,Sitra,Ain Abdan Road,26.1610965,50.6157635,,,,0,,openstreetmap
أكيد كافيه,Bahrain,Sitra,,26.1518225,50.6127423,,,,0,,openstreetmap
Chaise,Bahrain,Sitra,,26.1758806,50.6056121,,,,0,,openstreetmap
Yamaz Restaurant,Bahrain,Zallaq,,26.0536092,50.482039099999994,,,4.3,0,,google_places
Sliders,Bahrain,Zallaq,,26.048936299999998,50.498118999999996,,,4.8,0,,google_places
Fuddruckers- Zallaq,Bahrain,Zallaq,,26.050171799999998,50.4988196,,,4.5,0,,google_places
Zahrat Al Fayrouz زهرة الفيروز,Bahrain,Zallaq,,25.9269344,50.4919851,,,4.6,0,,google_places
Venice,Bahrain,Zallaq,,26.0526359,50.490533199999994,,,4.0,0,,google_places
Rivaaj,Bahrain,Zallaq,,26.053008499999997,50.484664099999996,,,4.4,0,,google_places
Al Roshinah Restaurant - Zallaq Branch,Bahrain,Zallaq,,26.0524883,50.489887200000005,,,4.7,0,,google_places
Obab Al Bahar عباب البحر,Bahrain,Zallaq,,25.925974,50.4914676,,,4.7,0,,google_places
Popeyes,Bahrain,Zallaq,,26.050068399999997,50.498103,,,4.6,0,,google_places
Saraya All Day Dining Restaurant,Bahrain,Zallaq,,26.0530121,50.484551499999995,,,4.1,0,,google_places
Due Mari ديو ماري,Bahrain,Zallaq,,25.925839999999997,50.4914627,,,4.6,0,,google_places
Al Judoor Restaurant,Bahrain,Zallaq,,26.0466539,50.4882407,,,4.1,0,,google_places
Pashawat,Bahrain,Zallaq,,26.053120099999997,50.4850291,,,3.7,0,,google_places
CLAW BBQ Bahrain,Bahrain,Zallaq,,26.223662599999997,50.609353,,,4.9,0,,google_places
Flags Restaurant,Bahrain,Zallaq,,26.0239844,50.4908698,,,3.7,0,,google_places
Mohammed Noor Bukhari Restaurant - Zallaq,Bahrain,Zallaq,,26.049760499999998,50.498435799999996,,,4.1,0,,google_places
Zallaq Springs,Bahrain,Zallaq,,26.052312399999998,50.488421599999995,,,4.4,0,,google_places
Capri Cafe,Bahrain,Zallaq,,26.0528124,50.4901426,,,3.7,0,,google_places
The Coffee Bean & Tea Leaf Bahrain - Zallaq,Bahrain,Zallaq,,26.049952100000002,50.4984792,,,4.3,0,,google_places
مطعم مذاقي / My taste restaurant,Bahrain,Zallaq,,26.082573699999998,50.4932575,,,4.9,0,,google_places
